"city_id","city","country_id","last_update","country_id-2","country","last_update-2"
591,"Yuzhou",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
592,"Zalantun",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
593,"Zanzibar",93,"2006-02-15 09:45:25",93,"Tanzania","2006-02-15 09:44:00"
594,"Zaoyang",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
595,"Zapopan",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
596,"Zaria",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
597,"Zeleznogorsk",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
598,"Zhezqazghan",51,"2006-02-15 09:45:25",51,"Kazakstan","2006-02-15 09:44:00"
599,"Zhoushan",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
600,"Ziguinchor",83,"2006-02-15 09:45:25",83,"Senegal","2006-02-15 09:44:00"
